0,39,29,61,74,34,10,15,46,47,63,18,24,86,30,55,1,6,95,72,16,21,31,89,3,82,64,5,91,19,27,76,9,22,53,81,83,40,73,42,70,98,96,7,97,50,54,36,41,13,88,75,92,2,38,58,8,51,4,20,59,68,99,48,84,57,17,56,62,71,94,60,79,25,80,93,90,14,66,32,43,37,45,85,23,44,69,78,65,67,33,52,77,11,28,87,12,49,35,26 , 5.00639335593067, 1.223636681700984

100,134,198,133,180,183,102,136,163,164,182,144,190,123,128,160,168,152,105,188,131,151,107,189,118,139,138,147,155,187,110,121,142,126,153,159,179,170,106,116,172,162,165,181,114,178,197,174,195,108,154,185,193,171,175,112,157,125,120,109,184,129,146,143,140,186,141,101,117,145,124,158,167,111,137,192,135,156,115,169,127,161,177,103,150,166,119,113,132,173,104,148,176,149,194,122,191,130,196,199 , 2.2602889215742703, 1.6772116305965967

200,276,281,274,275,218,240,232,295,263,210,255,234,277,201,253,283,223,233,214,217,230,286,248,265,268,224,266,206,254,272,259,292,231,279,261,285,203,242,249,294,221,250,243,244,270,287,235,238,204,256,213,207,215,278,288,298,208,211,236,258,260,264,245,202,229,239,296,205,262,289,209,284,269,280,293,220,273,212,271,219,291,222,297,247,257,282,251,228,216,267,227,290,225,226,252,299,237,241,246 , -2.0618633588077038, -1.9792657671338687

300,353,377,372,361,363,391,302,326,350,373,311,354,323,344,349,385,390,325,336,351,375,342,341,396,321,343,346,368,301,366,370,324,389,371,331,392,337,316,380,345,399,307,374,308,319,393,357,328,384,339,340,398,310,347,356,317,318,352,387,332,378,383,360,382,333,334,304,381,362,376,386,388,395,309,315,329,313,365,364,367,330,355,322,369,379,338,348 , -1.1227030739707085, 0.9581888310222716

303,306,320,426,477,312,496,327,358,478,404,446,394,397,314,455,445,453,491,497,418,456,402,461,484,335,452,467,409,413,441,442,424,466,468,412,419,428,471,483,494,470,305,403,437,440,492,465,415,475,454,476,417,464,438,479,401,427,460,487,449,485,408,421,489,450,451,469,472,482,459,411,493,430,431,447,422,458,436,435,429,439,481,457,400,414,462,443,420,473,490,433,410,425,495,499,463,474,498,407,423,444,434,405,406,448,432,416,359,480,486,488 , -0.03987529162959373, 1.0931004871064083

500,567,529,597,501,510,528,552,518,532,550,502,578,538,545,549,506,559,595,585,508,513,569,533,594,543,596,524,590,563,504,571,555,593,514,598,588,544,566,572,503,591,515,512,516,520,599,540,582,589,517,531,534,535,579,573,530,583,523,541,548,526,586,546,553,587,505,511,581,537,554,560,564,570,574,522,542,575,519,527,556,521,525,592,565,507,536,562,547,580,557,561,509,551,568,577,539,558,576,584 , 1.9888907682387924, -0.13085889527968736

