0,39,29,34,61,74,72,31,1,6,95,89,16,21,18,24,86,30,55,79,10,15,46,47,63,14,66,32,43,37,45,85,23,44,69,78,65,67,33,52,77,11,28,87,12,49,35,26,3,82,64,5,91,19,27,76,9,22,53,70,98,81,83,40,73,42,96,7,50,54,36,41,97,13,88,75,92,2,38,58,8,51,4,20,59,68,99,48,57,84,90,17,56,60,62,71,94,25,80,93 , 5.006393355930668, 1.2236366817009843

100,134,198,133,180,183,123,128,160,168,152,102,136,163,144,190,164,182,103,150,166,127,161,177,111,137,192,135,156,115,169,101,117,145,167,105,188,131,151,107,189,118,139,138,147,155,187,110,121,142,126,153,159,179,170,194,106,116,172,114,162,165,181,124,158,108,154,185,193,171,175,112,125,120,129,146,157,109,184,143,140,186,141,174,195,178,197,104,148,176,122,191,149,113,119,132,173,130,196,199 , 2.26028892157427, 1.6772116305965954

200,276,281,218,274,275,263,207,215,278,288,298,203,242,249,294,204,256,213,221,250,243,244,270,287,235,238,237,206,229,239,254,272,259,292,248,265,268,231,279,261,285,210,255,234,240,277,224,266,232,295,241,201,253,223,283,214,217,230,286,222,297,233,247,257,282,208,211,236,258,260,264,228,251,202,296,205,262,289,209,284,269,280,293,220,273,212,271,219,291,246,216,267,225,227,290,226,252,299,245 , -2.0618633588077038, -1.9792657671338687

300,353,377,372,361,363,302,326,350,373,311,354,344,349,385,390,323,325,321,343,368,346,336,351,375,342,341,396,301,366,370,324,389,371,331,392,337,328,384,339,340,398,308,319,393,357,307,374,303,306,320,333,334,358,478,404,446,394,397,310,347,317,356,318,352,391,387,332,378,383,360,382,316,380,345,399,304,381,313,365,362,376,386,388,395,309,315,329,364,367,330,355,322,369,379,338,348 , -1.0727108667599239, 0.9577014694764433

305,417,464,415,475,454,476,438,479,403,440,492,465,437,447,457,312,496,327,402,461,484,314,455,445,497,453,491,335,452,418,456,441,442,428,471,483,470,494,407,423,444,434,412,419,424,466,468,409,413,477,467,401,427,460,487,449,485,408,421,489,450,451,469,472,482,459,411,430,431,493,400,414,462,443,420,473,490,433,410,425,495,499,463,474,498,405,406,448,416,432,422,458,436,429,439,481,435,359,426,480,486,488 , 0.007660688386172408, 1.1053478557928405

500,567,523,541,548,529,530,583,503,591,515,517,531,534,535,579,573,512,516,520,599,540,582,589,526,586,514,598,546,553,588,587,501,510,528,518,552,532,550,502,578,538,545,549,506,559,595,585,508,513,533,543,596,594,569,563,524,590,504,571,555,593,544,566,572,505,511,581,537,554,560,564,570,574,522,542,575,521,525,592,509,565,507,519,527,556,536,562,547,580,557,561,551,568,577,539,558,597,576,584 , 1.9888907682387922, -0.1308588952796874

